ID,FORMULAS_WITHOUT_COFACTORS,FORMULAS_ENCODED
rxn09288,tdecoa <=> td2coa,C6785 <=> C2628
rxn09289,accoa + dtdp4addg <=> coa + dtdp4aaddg,C21 + C2199 <=> C9 + C6923
rxn09320,dpcoa <=> ade + 2tpr3dpcoa,C613 <=> C124 + C6848
rxnTransport0976,wo4[e] <=> pi + wo4,C21465 <=> C8 + C7035
rxn09355,udpglcur <=> glcur1p,C139 <=> C2678
rxnTransport1010,zn2 <=> pi + zn2[e],C33 <=> C8 + C20109
rxn09397,udpg <=> 14glun,C25 <=> C5455
rxn09399,14glun <=> glycogen,C5455 <=> C150
rxn09402,2mcit <=> pyr + succ,C1311 <=> C19 + C35
rxn09417,succ + q6 <=> fum + q6h2,C35 + C6782 <=> C103 + C6783
rxn09475,octdecancoa <=> od2coa,C8111 <=> C6492
rxn09476,pmtcoa <=> hdd2coa,C130 <=> C2627
rxn09477,tdcoa <=> td2coa,C1462 <=> C2628
rxn09478,ddcoa <=> trans-dd2coa,C1123 <=> C1756
rxn09479,dccoa <=> dc2coa,C2629 <=> C2630
rxn09523,nadh + q6 <=> nad + q6h2,C3 + C6782 <=> C2 + C6783
rxn09567,nad + fald + L-glutathione <=> nadh + fglut-S,C2 + C52 + C15791 <=> C3 + C704
rxn09878,N1aspmd <=> aproa + aprut,C444 <=> C1313 + C1511
rxn09880,accoa + sprm <=> coa + N1sprm,C21 + C523 <=> C9 + C1450
rxn09886,acser + seln <=> ac + scys-L,C673 + C982 <=> C28 + C1392
rxn09888,amet + csn <=> ahcys + 5mcsn,C16 + C290 <=> C18 + C1377
rxn09889,23dhmp <=> 2o3mpt,C2133 <=> C3034
rxn09896,nad + ile-L <=> nadh + nh4 + 2o3mpt,C2 + C305 <=> C3 + C12 + C3034
rxn09944,nad + coa + ppal <=> nadh + ppcoa,C2 + C9 + C353 <=> C3 + C83
rxn09954,nadph + Lglyald <=> nadp + glyc,C4 + C1389 <=> C5 + C97
rxn09978,madg <=> glc-D + meoh,C7043 <=> C26 + C113
rxn09979,mbdg <=> glc-D + meoh,C7044 <=> C26 + C113
rxn09983,galman <=> gal,C614 <=> C105
rxn09991,inoshp <=> pi + inospp1,C825 <=> C8 + C881
rxn09995,14bxyl <=> xyl-D,C5651 <=> C149
rxn10010,nad + hxcoa <=> nadh + hx2coa,C2 + C2625 <=> C3 + C2626
rxn10056,nad <=> nadp,C2 <=> C5
rxn10057,nad <=> nadp,C2 <=> C5
rxn10058,nad <=> nadp,C2 <=> C5
rxn10059,nad <=> nadp,C2 <=> C5
rxn10060,nad <=> nadp,C2 <=> C5
rxn10061,nad + 23dhdp <=> nadh + DPA,C2 + C1803 <=> C3 + C7053
rxn10062,fad + chol <=> betald + fadh2,C14 + C95 <=> C424 + C907
rxn10063,pencil <=> for + 6ampenc,C5408 <=> C45 + C1622
rxnTransport1259,prolb[e] <=> pi + prolb,C21060 <=> C8 + C4067
rxn10203,glyc3p + tdcoa <=> coa + 1tdecg3p,C77 + C1462 <=> C9 + C6819
rxn10204,glyc3p + octdecancoa <=> coa + 1odecg3p,C77 + C8111 <=> C9 + C6817
rxn10212,tdcoa + 1tdecg3p <=> coa + pa140,C1462 + C6819 <=> C9 + C6986
rxn10432,nad + S2hglut <=> nadh + akg,C2 + C1739 <=> C3 + C23
rxn10434,accoa + akg <=> coa + hacon-T,C21 + C23 <=> C9 + C7335
rxnTransport1331,ca2[e] <=> pi + ca2,C20135 <=> C8 + C60
rxn10468,h2acon-C <=> tih2cit,C7332 <=> C7354
rxn10469,h3acon-C <=> tih3cit,C7333 <=> C7355
rxn10543,glu-L + h4mpt <=> pi + h4spt,C22 + C835 <=> C8 + C7334
rxn10594,r15bp <=> rb15bp,C788 <=> C812
rxn10595,Rh2cit <=> h2acon-C,C7282 <=> C7332
rxn10596,Rh3cit <=> h3acon-C,C7283 <=> C7333
rxn10770,nad + chol <=> nadh + betald,C2 + C95 <=> C3 + C424
rxnTransport1382,malthp[e] <=> pi + malthp,C21423 <=> C8 + C6958
rxn10852,Lac6p <=> glc-D + dgal6p,C2681 <=> C26 + C761
rxnTransport1395,gly[e] <=> pi + gly,C20108 <=> C8 + C32
rxnTransport1398,ser-L[e] <=> pi + ser-L,C20127 <=> C8 + C51
rxn10951,coa + pyr + fmn <=> co2 + accoa + fmnh2,C9 + C19 + C47 <=> C10 + C21 + C1131
rxn11007,mlthf + fmnh2 <=> fmn + thf,C121 + C1131 <=> C47 + C84
rxn11039,cbs_134 <=> cbs_59,C7551 <=> C7547
rxn11132,mal-L <=> co2 + lac-L,C126 <=> C10 + C154
rxn11152,2mp2coa <=> 3hibutcoa,C1854 <=> C2106
rxn11156,nadh + mqn8 <=> nad + cll_378,C3 + C5226 <=> C2 + C6103
rxn11201,phe-L + 34hpp <=> tyr-L + phpyr,C63 + C809 <=> C66 + C138
rxn11409,accoa + dtdp4addg <=> coa + dtdp4aaddg,C21 + C2199 <=> C9 + C6923
rxn11475,2mop <=> mmal,C271 <=> C1284
rxn11510,frulys <=> Fructoselysine6-phosphate,C6935 <=> C7681
rxn11511,Fructoselysine6-phosphate <=> lys-L + g6p,C7681 <=> C38 + C76
rxn11514,udpg + Trifolin <=> Kaempferol3-O-beta-D-glucosylgalactoside,C25 + C4765 <=> C7682
rxn11526,nadh + 3-Dehydroecdysone <=> nad + 3-Epiecdysone,C3 + C1428 <=> C2 + C7688
rxn11527,nadh + 3-Dehydroecdysone <=> nad + Ecdysone,C3 + C1428 <=> C2 + C351
rxn11528,Ecdysone <=> 26-Hydroxyecdysone,C351 <=> C7691
rxn11529,"20-Hydroxyecdysone <=> 20,26-Dihydroxyecdysone",C1475 <=> C7692
rxn11532,Farnesal <=> Farnesoicacid,C7693 <=> C7694
rxn11533,Farnesoicacid <=> Methylfarnesoate,C7694 <=> C7695
rxn11551,nadh + gal <=> nad + galt,C3 + C105 <=> C2 + C1047
rxn11552,nadph + gal <=> nadp + galt,C4 + C105 <=> C5 + C1047
rxn11554,"pyr + glyclt <=> 5-Hydroxy-2,4-dioxopentanoate",C19 + C135 <=> C7711
rxn11556,"nadph + Cholesterol <=> nadp + Cholesterol-5alpha,6alpha-epoxide",C4 + C155 <=> C5 + C6406
rxn11559,pydx <=> 4-Pyridoxate,C206 <=> C589
rxn11560,nadph + indole <=> nadp + Indoxyl,C4 + C341 <=> C5 + C2845
rxn11561,"Dara14lac <=> Dehydro-D-arabinono-1,4-lactone",C469 <=> C7717
rxn11565,nad + 4-Pyridoxate <=> nadh + 5-Formyl-3-hydroxy-2-methylpyridine-4-carboxylate,C2 + C589 <=> C3 + C3056
rxn11570,nad + D-Apiitol <=> nadh + D-Apiose,C2 + C1002 <=> C3 + C963
rxn11574,gamma-Carotene <=> beta-Carotene,C2705 <=> C1248
rxn11575,gdpmann + Glucomannan <=> Glucomannanlongerbyonemannoseunit,C80 + C5584 <=> C7703
rxn11579,UDP-L-rhamnose + Flavonol3-O-D-glucoside <=> Flavonol3-O-rutinoside,C1294 + C2062 <=> C7708
rxn11581,gdpmann + Phosphomannan <=> Phosphomannanmannosephosphate,C80 + C7704 <=> C7860
rxn11592,1mncam <=> 1-Methyl-4-pyridone-3-carboximide,C1596 <=> C2943
rxn11599,PenicillinG <=> Benzylpenicilloicacid,C2775 <=> C7851
rxn11600,"nad + 2-Dehydro-3-deoxy-D-xylonate <=> nadh + 5-Hydroxy-2,4-dioxopentanoate",C2 + C2015 <=> C3 + C7711
rxn11605,nad + Vomifoliol <=> nadh + Dehydrovomifoliol,C2 + C1088 <=> C3 + C1439
rxn11608,"1,2-Bis(3,4-dimethoxyphenyl)propane-1,3-diol <=> Veratraldehyde + 1-(3,4-Dimethoxyphenyl)ethane-1,2-diol",C2349 <=> C1296 + C7827
rxn11610,4-Carboxy-2-hydroxymuconatesemialdehyde <=> for + 4-Methylene-2-oxoglutarate,C2296 <=> C45 + C3051
rxn11618,Salutaridinolacetate <=> ac + Thebaine,C2655 <=> C28 + C3133
rxn11621,"nadph + 5-Cholestene <=> nadp + 5,6alpha-Epoxy-5alpha-cholestane",C4 + C2693 <=> C5 + C7712
rxn11622,"5,6beta-Epoxy-5beta-cholestane <=> 5alpha-Cholestan-5alpha,6beta-diol",C2694 <=> C7713
rxn11623,"5,6alpha-Epoxy-5alpha-cholestane <=> 5alpha-Cholestan-5alpha,6beta-diol",C7712 <=> C7713
rxn11625,Neurosporene <=> beta-Zeacarotene,C2701 <=> C2704
rxn11631,5-Hydroxyindoleacetaldehyde <=> 5-Hydroxyindoleacetate,C2822 <=> C2823
rxn11633,amet + selcys <=> ahcys + Se-Methylselenocysteine,C16 + C2864 <=> C18 + C2865
rxn11646,udpg + Tyrosol <=> Salidroside,C25 + C3052 <=> C3053
rxn11653,"nadh + 2,4,5-Trichlorophenoxyaceticacid <=> nad + glx + 2,4,5-Trichlorophenol",C3 + C3580 <=> C2 + C39 + C3581
rxn11654,nadh + Fluorene <=> nad + 9-Fluorenol,C3 + C3693 <=> C2 + C3475
rxn11656,nadh + Ethylenzene <=> nad + (S)-1-Phenylethanol,C3 + C3585 <=> C2 + C4245
rxn11660,5'-Dehydroadenosine <=> 9-Riburonosyladenine,C4316 <=> C4317
rxn11661,nadh + 3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carbaldehyde <=> nad + 3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate,C3 + C4324 <=> C2 + C2471
rxn11663,nad + phthr <=> nadh + co2 + 1-AMINO-PROPAN-2-ONE-3-PHOSPHATE,C2 + C3060 <=> C3 + C10 + C4365
rxn11674,34hpp <=> co2 + (S)-4-Hydroxymandelate,C809 <=> C10 + C1741
rxn11681,"nadph + 14-Demethyllanosterol <=> nadp + 4,4-Dimethyl-5alpha-cholesta-8-en-3beta-ol",C4 + C2552 <=> C5 + C6361
rxn11682,nadph + 7-Dehydrodesmosterol <=> nadp + ProvitaminD3,C4 + C2551 <=> C5 + C798
rxn11685,"Staphyloxanthin <=> Glycosyl-4,4'-diaponeurosporenoate + 12-Methyltetradecanoicacid",C6434 <=> C6433 + C7846
rxn11687,22alpha-Hydroxy-5alpha-campestan-3-one <=> 3-Dehydro-6-deoxoteasterone,C6303 <=> C6306
rxn11688,3-epi-6-Deoxocathasterone <=> 6-Deoxotyphasterol,C6520 <=> C6307
rxn11697,nadph + trp-L <=> nadp + co2 + 3-Indoleacetaldoxime,C4 + C62 <=> C5 + C10 + C1608
rxn11701,udpg + Indolylmethylthiohydroximate <=> Indolylmethyl-desulfoglucosinolate,C25 + C7725 <=> C7726
rxn11702,akg + ichor <=> co2 + 2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate,C23 + C616 <=> C10 + C7728
rxn11703,2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate <=> pyr + 2shchc,C7728 <=> C19 + C2922
rxn11706,S-(Indolylmethylthiohydroximoyl)-L-cysteine <=> Indolylmethyl-desulfoglucosinolate,C7727 <=> C7726
rxn11707,3'-N-Debenzoyltaxol <=> Paclitaxel,C7732 <=> C3642
rxn11710,Icosanoyl-CoA <=> coa + arach,C1226 <=> C9 + C3282
rxn11711,Oleoyl-CoA <=> coa + oleac,C378 <=> C9 + C504
rxn11712,Linoleoyl-CoA <=> coa + Linoleate,C1231 <=> C9 + C1014
rxn11713,alpha-Linolenoyl-CoA <=> coa + Linolenate,C6445 <=> C9 + C3284
rxn11714,"(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoyl-CoA <=> coa + Eicosapentaenoicacid",C6448 <=> C9 + C3285
rxn11715,"(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoyl-CoA <=> coa + Docosahexaenoicacid",C6451 <=> C9 + C3286
rxn11716,gamma-Linolenoyl-CoA <=> coa + Gamolenicacid,C1660 <=> C9 + C3283
rxn11717,"8,11,14-Icosatrienoyl-CoA <=> coa + 8,11,14-Icosatrienoate",C1916 <=> C9 + C1770
rxn11718,Arachidonyl-CoA <=> coa + Arachidonate,C1323 <=> C9 + C181
rxn11719,Behenoyl-CoA <=> coa + Docosanoate,C7736 <=> C9 + C3748
rxn11720,ttccoa <=> coa + ttc,C6786 <=> C9 + C3764
rxn11721,Icosenoyl-CoA <=> coa + Icosenoicacid,C7737 <=> C9 + C7734
rxn11722,Docosenoyl-CoA <=> coa + Erucicacid,C7738 <=> C9 + C3762
rxn11723,Nervonoyl-CoA <=> coa + Nervonicacid,C7739 <=> C9 + C3765
rxn11724,docosapentaenoyl-CoA <=> coa + Docosapentaenoicacid,C14687 <=> C9 + C7702
rxn11725,"(11Z,14Z)-Icosadienoyl-CoA <=> coa + Icosadienoicacid",C6457 <=> C9 + C7733
rxn11726,"(7Z,10Z,13Z,16Z)-Docosatetraenoyl-CoA <=> coa + Adrenicacid",C6452 <=> C9 + C7735
rxn11728,"nadp + 1,5-Anhydro-D-mannitol <=> nadph + 1,5-Anhydro-D-fructose",C5 + C7742 <=> C4 + C3311
rxn11729,D-Threonine <=> gly + acald,C572 <=> C32 + C68
rxn11730,D-Allothreonine <=> gly + acald,C4643 <=> C32 + C68
rxn11731,pyr + arg-L <=> ala-L + oxoarg-L,C19 + C48 <=> C34 + C2993
rxn11732,nad + 2-Hydroxyglutarate <=> nadh + akg,C2 + C1472 <=> C3 + C23
rxn11734,3pop <=> pi + pyr,C1553 <=> C8 + C19
rxn11735,akg + hco3 <=> pi + oxasucc,C23 + C231 <=> C8 + C2675
rxn11739,nadph + Androstenedione <=> nadp + Testololactone,C4 + C226 <=> C5 + C2392
rxn11740,nadph + 17alpha-Hydroxyprogesterone <=> nadp + ac + Androstenedione,C4 + C807 <=> C5 + C28 + C226
rxn11743,betald <=> glyb,C424 <=> C507
rxn11745,"nad + 1-Hydroxypentane-1,2,5-tricarboxylate <=> nadh + co2 + 2-Oxopimelate",C2 + C7789 <=> C3 + C10 + C7783
rxn11746,"nad + 1-Hydroxyhexane-1,2,6-tricarboxylate <=> nadh + co2 + 2-Oxosuberate",C2 + C7790 <=> C3 + C10 + C7784
rxn11748,Capecitabine <=> 5'-Deoxy-5-fluorocytidine,C4787 <=> C7819
rxn11749,5'-Deoxy-5-fluorocytidine <=> nh4 + Doxifluridine,C7819 <=> C12 + C7722
rxn11750,pi + Doxifluridine <=> 5-FU + 5-Deoxyribose-1-phosphate,C8 + C7722 <=> C3686 + C7821
rxn11753,Tegafur <=> 5-FU,C4791 <=> C3686
rxn11754,nadph + 5-FU <=> nadp + 5-Fluorodihydrouracil,C4 + C3686 <=> C5 + C7814
rxn11755,5-Fluorodihydrouracil <=> 2-Fluoro-3-ureidopropionicacid,C7814 <=> C7815
rxn11757,r1p + 5-FU <=> pi + 5-Fluorouridine,C449 + C3686 <=> C8 + C7817
rxn11758,2dr1p + 5-FU <=> pi + Floxuridine,C480 + C3686 <=> C8 + C4386
rxn11760,5-Fluorouridine <=> 5-Fluorouridinemonophosphate,C7817 <=> C7818
rxn11761,Floxuridine <=> 5-Fluorodeoxyuridinemonophosphate,C4386 <=> C2192
rxn11767,amet + 6-Thioinosine5'-monophosphate <=> ahcys + 6-Methylthioinosine-5'-monophosphate,C16 + C2378 <=> C18 + C7803
rxn11768,nad + 6-Thioinosine5'-monophosphate <=> nadh + 6-Thioxanthine5'-monophosphate,C2 + C2378 <=> C3 + C7806
rxn11769,6-Thioinosine5'-monophosphate <=> 6-Thioinosine-5'-diphosphate,C2378 <=> C7804
rxn11770,6-Thioinosine-5'-diphosphate <=> 6-Thioinosine-5'-triphosphate,C7804 <=> C7805
rxn11774,amet + 6-Thioguanosinemonophosphate <=> ahcys + 6-Methylthioguanosinemonophosphate,C16 + C7807 <=> C18 + C7808
rxn11775,cll_346 <=> beta-D-Ribofuranose,C3773 <=> C7823
rxn11776,accoa + Isoniazid <=> coa + N-Acetylisoniazid,C21 + C3561 <=> C9 + C3669
rxn11777,N-Acetylisoniazid <=> Isonicotinicacid + Acetylhydrazine,C3669 <=> C3643 + C3644
rxn11778,accoa + Acetylhydrazine <=> coa + Diacetylhydrazine,C21 + C3644 <=> C9 + C7810
rxn11779,Hydrazine + Isonicotinicacid <=> Isoniazid,C2670 + C3643 <=> C3561
rxn11783,Irinotecan <=> SN-38,C7825 <=> C4224
rxn11785,Irinotecan <=> NPC,C7825 <=> C7746
rxn11786,NPC <=> SN-38,C7746 <=> C4224
rxn11787,udpglcur + SN-38 <=> SN-38G,C139 + C4224 <=> C4252
rxn11788,SN-38G <=> glcur + SN-38,C4252 <=> C159 + C4224
rxn11789,udpglcur + Codeine <=> Codeine-6-glucuronide,C139 + C3134 <=> C7777
rxn11790,udpglcur + Morphine <=> Morphine-3-glucuronide,C139 + C978 <=> C7826
rxn11791,udpglcur + Morphine <=> Morphine-6-glucuronide,C139 + C978 <=> C7778
rxn11792,Codeine <=> Norcodeine,C3134 <=> C7776
rxn11793,Morphine <=> Normorphine,C978 <=> C4391
rxn11794,nadph + Tamoxifen <=> nadp + TamoxifenN-oxide,C4 + C3584 <=> C5 + C7748
rxn11795,nadph + Tamoxifen <=> nadp + Hydroxytamoxifen,C4 + C3584 <=> C5 + C2541
rxn11796,Tamoxifen <=> N-Desmethyltamoxifen,C3584 <=> C7749
rxn11797,Hydroxytamoxifen <=> Endoxifen,C2541 <=> C7750
rxn11798,nadph + N-Desmethyltamoxifen <=> nadp + Endoxifen,C4 + C7749 <=> C5 + C7750
rxn11799,nadph + Tamoxifen <=> nadp + alpha-Hydroxytamoxifen,C4 + C3584 <=> C5 + C7747
rxn11800,"N-Desmethyltamoxifen <=> N,N-Didesmethyltamoxifen",C7749 <=> C7751
rxn11801,"(13Z,16Z)-Docosadi-13,16-enoyl-CoA <=> coa + 13,16-Docosadienoicacid",C7828 <=> C9 + C7740
rxn11802,nadph + N-Desmethyltamoxifen <=> nadp + alpha-Hydroxy-N-desmethyltamoxifen,C4 + C7749 <=> C5 + C7752
rxn11803,nadph + Cyclophosphamideanhydrous <=> nadp + 4-Hydroxycyclophosphamide,C4 + C3717 <=> C5 + C3680
rxn11804,Cyclophosphamideanhydrous <=> 2-Chloroethanal + 3-Dechloroethylifosfamide,C3717 <=> C3507 + C7753
rxn11808,Aldophosphamide + L-glutathione <=> 4-Glutathionylcyclophosphamide,C3682 + C15791 <=> C4354
rxn11809,nadh + Aldophosphamide <=> nad + Alcophosphamide,C3 + C3682 <=> C2 + C7754
rxn11812,Carboxyphosphamide <=> Nornitrogenmustard,C3683 <=> C7755
rxn11813,nadph + Ifosfamide <=> nadp + 4-Hydroxyifosfamide,C4 + C7719 <=> C5 + C7756
rxn11814,Ifosfamide <=> 2-Chloroethanal + 3-Dechloroethylifosfamide,C7719 <=> C3507 + C7753
rxn11815,Ifosfamide <=> 2-Chloroethanal + 2-Dechloroethylifosfamide,C7719 <=> C3507 + C7758
rxn11821,Lidocaine <=> Monoethylglycinexylidide,C7720 <=> C7764
rxn11822,nadph + Lidocaine <=> nadp + 3-Hydroxylidocaine,C4 + C7720 <=> C5 + C7763
rxn11828,"Lidocaine <=> 2,6-DMA + N,N-Diethylglycine",C7720 <=> C4188 + C7829
rxn11831,nadph + Felbamate <=> nadp + p-Hydroxyfelbamate,C4 + C3658 <=> C5 + C7780
rxn11832,nadph + Felbamate <=> nadp + 2-Hydroxyfelbamate,C4 + C3658 <=> C5 + C7779
rxn11834,"nad + 2-Phenyl-1,3-propanediolmonocarbamate <=> nadh + 3-Carbamoyl-2-phenylpropionaldehyde",C2 + C7781 <=> C3 + C7782
rxn11838,"nad + 4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one <=> nadh + 5-Phenyl-1,3-oxazinane-2,4-dione",C2 + C7787 <=> C3 + C7788
rxn11840,nadph + Carbamazepine <=> nadp + Carbamazepineepoxide,C4 + C3536 <=> C5 + C3657
rxn11841,nadph + Carbamazepine <=> nadp + 3-Hydroxycarbamazepine,C4 + C3536 <=> C5 + C7792
rxn11842,Carbamazepineepoxide <=> Dihydroxycarbazepine,C3657 <=> C3656
rxn11846,2-Hydroxyiminostilbene <=> 2-Hydroxycarbamazepine,C7794 <=> C7791
rxn11852,nadph + Valproicacid <=> nadp + 4-OH-VPA,C4 + C7721 <=> C5 + C7831
rxn11853,nadph + Valproicacid <=> nadp + 5-OH-VPA,C4 + C7721 <=> C5 + C7832
rxn11854,nadph + Valproicacid <=> nadp + 3-OH-VPA,C4 + C7721 <=> C5 + C7833
rxn11866,EDDP <=> Methadone,C4940 <=> C3595
rxn11867,EDDP <=> EMDP,C4940 <=> C7841
rxn11868,LAAM <=> nor-LAAM,C3721 <=> C7842
rxn11870,Citalopram <=> Demethylcitalopram,C3665 <=> C7798
rxn11871,Citalopram <=> CitalopramN-oxide,C3665 <=> C7797
rxn11872,Demethylcitalopram <=> Didemethylcitalopram,C7798 <=> C7799
rxn11873,Citalopram <=> Citalopramaldehyde,C3665 <=> C7801
rxn11874,Demethylcitalopram <=> Citalopramaldehyde,C7798 <=> C7801
rxn11875,Didemethylcitalopram <=> nh4 + Citalopramaldehyde,C7799 <=> C12 + C7801
rxn11876,Citalopramaldehyde <=> Citaloprampropionicacid,C7801 <=> C7800
rxn11877,D-Galactosamine6-phosphate <=> nh4 + tag6p-D,C3251 <=> C12 + C748
rxn11890,nadp + Retinol <=> nadph + Retinal,C5 + C347 <=> C4 + C287
rxn11891,nadp + 11-cis-Retinol <=> nadph + 11-cis-Retinal,C5 + C624 <=> C4 + C1255
rxn11892,pmtcoa + 11-cis-Retinol <=> coa + 11-cis-Retinylpalmitate,C130 + C624 <=> C9 + C1851
rxn11893,nad + 9-cis-Retinol <=> nadh + 9-cis-Retinal,C2 + C7859 <=> C3 + C7858
rxn11894,nadp + 9-cis-Retinol <=> nadph + 9-cis-Retinal,C5 + C7859 <=> C4 + C7858
rxn11895,9-cis-Retinal <=> 9-cis-Retinoicacid,C7858 <=> C5080
rxn11900,nadph + TretinM <=> nadp + all-trans-18-Hydroxyretinoicacid,C4 + C540 <=> C5 + C7856
rxn11901,"nadph + TretinM <=> nadp + all-trans-5,6-Epoxyretinoicacid",C4 + C540 <=> C5 + C7857
rxn11902,nadph + TretinM <=> nadp + all-trans-4-Hydroxyretinoicacid,C4 + C540 <=> C5 + C7855
rxn11917,1mncam <=> N'-Methyl-2-pyridone-5-carboxamide,C1596 <=> C2942
rxn11931,pqq + betald <=> glyb + pqqh2,C94 + C424 <=> C507 + C909
rxn11933,fad + glyclt <=> glx + fadh2,C14 + C135 <=> C39 + C907
rxn11935,pqq + chol <=> betald + pqqh2,C94 + C95 <=> C424 + C909
rxn11937,nad + n2 <=> nadh + n2o,C2 + C498 <=> C3 + C617
rxn11938,nad + Formylmethanofuran <=> nadh + co2 + Methanofuran,C2 + C684 <=> C3 + C10 + C601
rxn11943,akg + lys-D <=> glu-L + 6a2ohxnt,C23 + C515 <=> C22 + C1767
rxn11944,ahcys + mhpglu <=> amet + hpglu,C18 + C2300 <=> C16 + C2150
rxn11955,lpam + 2oxoadp <=> co2 + S-Glutaryldihydrolipoamide-E,C204 + C255 <=> C10 + C7873
rxn11960,glutcoa + dhlam <=> coa + S-Glutaryldihydrolipoamide-E,C392 + C426 <=> C9 + C7873
rxn11961,"Glycerol1,2-cyclicphosphate <=> DL-Glyceryl1-phosphate",C2063 <=> C7870
rxn11964,id3acald <=> ind3ac,C459 <=> C657
rxn11966,nadp + 11-epi-PGF2a <=> nadph + ProstaglandinD2,C5 + C3011 <=> C4 + C497
rxn11970,5mthf + Serotonin <=> thf + 5-MeOT,C327 + C542 <=> C84 + C2846
rxn11971,T4hcinnm <=> Caffeoquinone,C565 <=> C7926
rxn11974,pi + UDP-L-arabinose <=> beta-L-Arabinose1-phosphate,C8 + C647 <=> C2048
rxn11985,nadph + p-Cresol <=> nadp + 4mcat,C4 + C952 <=> C5 + C3491
rxn11989,Evodin <=> Limonoate,C1874 <=> C1012
rxn11993,algn <=> Oligouronidewith4-deoxy-alpha-L-erythro-hex-4-enopyranuronosylgroup,C5581 <=> C7871
rxn12019,S-(Indolylmethylthiohydroximoyl)-L-cysteine <=> nh4 + pyr + Indolylmethylthiohydroximate,C7727 <=> C12 + C19 + C7725
rxn12020,Benzoyl-CoA + 3'-N-Debenzoyltaxol <=> coa + Paclitaxel,C380 + C7732 <=> C9 + C3642
rxn12021,BaccatinIII + beta-Phenylalanoyl-CoA <=> coa + 3'-N-Debenzoyl-2'-deoxytaxol,C4466 + C7929 <=> C9 + C7731
rxn12023,Capecitabine <=> co2 + 5'-Deoxy-5-fluorocytidine + 1-Pentanol,C4787 <=> C10 + C7819 + C7930
rxn12025,6-Thioinosine5'-monophosphate <=> 6-Thioinosine-5'-diphosphate,C2378 <=> C7804
rxn12026,6-Thioinosine-5'-diphosphate <=> 6-Thioinosine-5'-triphosphate,C7804 <=> C7805
rxn12028,"Irinotecan <=> SN-38 + 1,4'-Bipiperidine-1'-carboxylicacid",C7825 <=> C4224 + C7932
rxn12030,NPC <=> SN-38 + 4-Amino-1-piperidinecarboxylicacid,C7746 <=> C4224 + C7933
rxn12033,"Monoethylglycinexylidide <=> 2,6-DMA + N-Ethylglycine",C7764 <=> C4188 + C4385
rxn12038,Citalopram <=> dma + Citalopramaldehyde,C3665 <=> C403 + C7801
rxn12039,Demethylcitalopram <=> mea + Citalopramaldehyde,C7798 <=> C180 + C7801
rxn12040,TSH <=> gtspmd + L-glutathione,C1246 <=> C2883 + C15791
rxn12041,Homotrypanothione <=> Glutathionylaminopropylcadaverine + L-glutathione,C7770 <=> C7769 + C15791
rxn12042,sprm + L-glutathione <=> pi + Glutathionylspermine,C523 + C15791 <=> C8 + C7765
rxn12043,Glutathionylspermine + L-glutathione <=> pi + Bis(glutathionyl)spermine,C7765 + C15791 <=> C8 + C7766
rxn12044,Aminopropylcadaverine + L-glutathione <=> pi + Glutathionylaminopropylcadaverine,C7768 + C15791 <=> C8 + C7769
rxn12045,Glutathionylaminopropylcadaverine + L-glutathione <=> pi + Homotrypanothione,C7769 + C15791 <=> C8 + C7770
rxn12046,nadp + Bis(glutathionyl)spermine <=> nadph + Bis(glutathionyl)sperminedisulfide,C5 + C7766 <=> C4 + C7767
rxn12047,nadp + Homotrypanothione <=> nadph + Homotrypanothionedisulfide,C5 + C7770 <=> C4 + C7771
rxn12049,ametam + 15dap <=> 5mta + Aminopropylcadaverine,C779 + C1035 <=> C142 + C7768
rxn12079,Tropine + (R)-phenyllactate <=> Littorine,C511 + C11802 <=> C4178
rxn12087,amet + Norgalanthamine <=> ahcys + Galantamine,C16 + C4607 <=> C18 + C3814
rxn12088,nadph + N-Demethylnarwedine <=> nadp + Norgalanthamine,C4 + C7883 <=> C5 + C4607
rxn12092,amet + Anhalonidine <=> ahcys + Anhalonine,C16 + C7884 <=> C18 + C7885
rxn12095,amet + Isoandrocymbine <=> ahcys + O-Methylandrocymbine,C16 + C7888 <=> C18 + C7889
rxn12101,amet + Floramultine <=> ahcys + Kreysigine,C16 + C7892 <=> C18 + C7893
rxn12110,amet + Cathine <=> ahcys + (+)-Pseudoephedrine,C16 + C3755 <=> C18 + C1536
rxn12112,amet + Norephedrine <=> ahcys + Ephedrine,C16 + C1356 <=> C18 + C1005
rxn12125,Psilocin <=> Psilocybin,C3759 <=> C3666
rxn12146,5-Deoxyglucuronicacid <=> cbs_71,C7912 <=> C3540
rxn12147,cbs_76 <=> 5-Deoxyglucuronicacid,C2208 <=> C7912
rxn12153,nadph + gamma-Coniceine <=> nadp + Coniine,C4 + C4061 <=> C5 + C3331
rxn12157,glc-D + Phosphoramidate <=> nh4 + g1p,C26 + C1347 <=> C12 + C86
rxn12158,pi + adpglc <=> g1p,C8 + C366 <=> C86
